,ID,Source,Customer Segment,Membership Type,Membership Level,Affiliation,IsActive,Gender,Citizenship,Age,Lifetime Days,Has Linkedin,City,Country,Industry,Interviewed,Pathfinder Assigned,Customer Call Status,Languages,Completeness,Cleaned Country,Country Code,Continent Code,Longitude,Latitude,Continent
906,907,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,,214.0,,Nairobi,Kenya,,,checked,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
907,908,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,Kenya,Computer,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
908,909,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Palo Alto,United States of America,,,,None,,61.11,United States of America,US,,-100.4458825,39.7837304,North America
909,910,RoomMaster,,Staff Membership,Mid-career Leader,AL Staff,checked,,,,31.0,,,,,,,,,33.33,Unknown,,,,,
910,911,RoomMaster,LP Nairobi 2020,Free Trial,Young Leader,LP Nairobi 2019,checked,male,,,214.0,,,Kenya,,,,None,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
911,912,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,,Singapore,Singapore,,,,None,,61.11,Singapore,SG,AS,103.8194992,1.357107,Asia
912,913,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,Kigali,Rwanda,Education,,,Completed,,66.67,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
913,914,RoomMaster,Joined post-Sprint - June,Free Trial,Senior Leader,Staff Nomination,checked,female,,,153.0,,,Cote d'Ivoire,,,,,,50.0,Cote d'Ivoire,CI,AF,-5.5679458,7.9897371,Africa
914,915,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,,,171.0,,Port Harcourt,Nigeria,,,,Completed,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
915,916,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Lagos,Nigeria,Education,,,None,,66.67,Nigeria,NG,AF,7.9999721,9.6000359,Africa
916,917,RoomMaster,LP Nairobi 2018,Free Trial,Young Leader,LP Nairobi 2018,checked,male,,,214.0,,,Kenya,,,,None,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
917,918,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,Nairobi,Kenya,Construction,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
918,919,RoomMaster,,Staff Membership,Mid-career Leader,AL Staff,checked,,,,31.0,,,,,,,,,33.33,Unknown,,,,,
919,920,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,female,,,214.0,checked,,United States of America,,,,Completed,,61.11,United States of America,US,,-100.4458825,39.7837304,North America
920,921,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,checked,Pamplemousses,Mauritius,Education,,,None,,72.22,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
921,922,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,female,,,214.0,,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
922,923,RoomMaster,AIIP 2020,Free Trial,Young Leader,AIIP 2020,checked,male,,,214.0,,,South Africa,,,,None,,55.56,South Africa,ZA,AF,24.991639,-28.8166236,Africa
923,924,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,,214.0,,,Senegal,,,,None,,55.56,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
924,925,RoomMaster,Joined post-Sprint - May,Free Trial,Young Leader,ALU Alumni,checked,female,,,184.0,checked,Tema,Ghana,,,,,,61.11,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
925,926,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Accra;London,Ghana;United Kingdom,,,,None,,61.11,Ghana;United Kingdom,,,,,
926,927,RoomMaster,Existing Room member,Free Trial,Young Leader,ALN,checked,male,,,214.0,checked,Philadelphia,United States of America,Education,,,Completed,,72.22,United States of America,US,,-100.4458825,39.7837304,North America
927,928,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,50-60,366.0,,Paris,South Africa,,,,Completed,English; French,66.67,South Africa,ZA,AF,24.991639,-28.8166236,Africa
928,929,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,,,214.0,,,Kenya,,,checked,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
929,930,RoomMaster,Existing Room member,Free Trial,Senior Leader,Donor,checked,female,,,214.0,,Johannesburg,South Africa,,,,Completed,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
930,931,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,checked,female,,,214.0,,Johannesburg,South Africa,Manufacturing,,,None,,66.67,South Africa,ZA,AF,24.991639,-28.8166236,Africa
931,932,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Montreal,Canada,,,,None,,61.11,Canada,CA,,-107.991707,61.0666922,North America
932,933,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,The Room,checked,female,,,366.0,,,United States of America,,,checked,None,,61.11,United States of America,US,,-100.4458825,39.7837304,North America
933,934,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Johannesburg,South Africa,,,,None,English,66.67,South Africa,ZA,AF,24.991639,-28.8166236,Africa
934,935,RoomMaster,Joined post-Sprint - June,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,,,153.0,,Kigali,Rwanda,,,checked,,,61.11,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
935,936,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Geneva,Switzerland,,,,None,,61.11,Switzerland,CH,EU,8.444947437939408,46.813331250000005,Europe
936,937,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Johannesburg,South Africa,,,,Completed,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
937,938,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,male,,,184.0,,Nairobi,Kenya,,,checked,,English; Kannada; Swahili,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
938,939,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,,,214.0,,,Kenya,,,checked,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
939,940,RoomMaster,Joined post-Sprint - June,Staff Membership,Mid-career Leader,AL Staff,,female,,,153.0,,Pamplemousses,Mauritius,Education,,,,,55.56,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
940,941,RoomMaster,Joined post-Sprint - June,Free Trial,Senior Leader,Staff Nomination,checked,female,,,153.0,,,Mauritius,,,,,,50.0,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
941,942,RoomMaster,AIIP 2020,Free Trial,Young Leader,AIIP 2020,checked,male,,,214.0,checked,,Nigeria,,,,None,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
942,943,RoomMaster,AIIP 2019,Free Trial,Young Leader,AIIP 2019,,,,,214.0,,,South Africa,,,,None,,44.44,South Africa,ZA,AF,24.991639,-28.8166236,Africa
943,944,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,Kenya,Environmental,,,Completed,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
944,945,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,,checked,male,,30-40,366.0,checked,Nairobi,Kenya,,,,Completed,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
945,946,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,female,,,214.0,,Nairobi,Kenya,Financial,,,Completed,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
946,947,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,female,,,214.0,,Johannesburg,South Africa,,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
947,948,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,Madrid,Spain,,,,None,,61.11,Spain,ES,EU,-4.8379791,39.3260685,Europe
948,949,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,,214.0,,,Senegal,,,,None,,55.56,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
949,950,RoomMaster,Existing Room member,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,,214.0,,Nairobi,Kenya,,,checked,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
950,951,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,Kigali,Rwanda,Education,,,None,,66.67,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
951,952,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,,male,,,214.0,,,Senegal,,,,None,,50.0,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
952,953,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,Kenya,Computer,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
953,954,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,Kigali,Rwanda,Education,,,None,,66.67,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
954,955,RoomMaster,Existing Room member,Premium Paying,Mid-career Leader,ALN,checked,female,,30-40,214.0,,Ashburn,United States of America,,,checked,None,,72.22,United States of America,US,,-100.4458825,39.7837304,North America
955,956,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,,United States of America,,,,Completed,,55.56,United States of America,US,,-100.4458825,39.7837304,North America
956,957,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,male,,,214.0,,Nairobi,Kenya,Insurance,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
957,958,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Johannesburg,South Africa,,,,None,,55.56,South Africa,ZA,AF,24.991639,-28.8166236,Africa
958,959,RoomMaster,Joined post-Sprint - July,Founding Member,Senior Leader,,checked,male,,,123.0,,,United States of America,Consulting,,,,,50.0,United States of America,US,,-100.4458825,39.7837304,North America
959,960,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,,checked,female,,,366.0,,,Uganda,,,,Completed,,50.0,Uganda,UG,AF,32.2166578,1.5333554,Africa
960,961,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,,Johannesburg,South Africa,,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
961,962,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,,Johannesburg,South Africa,,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
962,963,RoomMaster,DSXL Johannesburg,Free Trial,Mid-career Leader,DSXL Johannesburg,checked,male,,,214.0,,,South Africa,Insurance,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
963,964,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Buford,United States of America,Music,,,None,,61.11,United States of America,US,,-100.4458825,39.7837304,North America
964,965,RoomMaster,Existing Room member,Free Trial,Young Leader,ALU Alumni,checked,female,,,214.0,,Kigali,Rwanda,,,,None,,61.11,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
965,966,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,,,214.0,,London,Cote d'Ivoire,,,,Completed,,61.11,Cote d'Ivoire,CI,AF,-5.5679458,7.9897371,Africa
966,967,RoomMaster,,Staff Membership,Young Leader,AL Staff,checked,female,,,31.0,,,,,,,,,38.89,Unknown,,,,,
967,968,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,female,,,214.0,,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
968,969,RoomMaster,XL Nairobi 2018,Free Trial,Senior Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
969,970,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,171.0,,Toronto,Canadian,,,,#REF!,,61.11,Canadian,CI,AF,-100.3839018,35.9120114,Africa
970,971,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,,Senegal,,,,None,,55.56,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
971,972,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,female,,,366.0,,,Kenya,,,,Completed,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
972,973,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,,,214.0,,Johannesburg,South Africa,,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
973,974,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,Investor,checked,male,,,214.0,checked,Johannesburg,South Africa,,,checked,Completed,,72.22,South Africa,ZA,AF,24.991639,-28.8166236,Africa
974,975,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Lagos,Nigeria,Insurance,,,None,,61.11,Nigeria,NG,AF,7.9999721,9.6000359,Africa
975,976,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,Staff Alumni,checked,male,,,366.0,,Pamplemousses,Mauritius,,,,None,,61.11,Mauritius,MU,AF,57.5703566,-20.2759451,Africa
976,977,RoomMaster,Joined post-Sprint - July,Free Trial,Senior Leader,Consultant,checked,male,,40-50,123.0,,Bengaluru,India,,,,,,61.11,India,IN,AS,78.6677428,22.3511148,Asia
977,978,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,,male,,,214.0,,Lagos,Nigeria,,,,None,,55.56,Nigeria,NG,AF,7.9999721,9.6000359,Africa
978,979,RoomMaster,Existing Room member,Founding Member,Senior Leader,Advisory Council,checked,female,,,366.0,,Port Elizabeth,South Africa,,,,Completed,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
979,980,RoomMaster,Joined post-Sprint - July,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,123.0,,,South Africa,Education,,,,,55.56,South Africa,ZA,AF,24.991639,-28.8166236,Africa
980,981,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,,female,,,214.0,,Kigali,Rwanda,Education,,,None,,61.11,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
981,982,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,male,,,366.0,,Johannesburg,South Africa,,,,None,,55.56,South Africa,ZA,AF,24.991639,-28.8166236,Africa
982,983,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
983,984,RoomMaster,Existing Room member,Premium Paying,Young Leader,ALA Alumni,checked,female,,20-30,214.0,checked,Nairobi,Kenya,,,checked,Completed,,77.78,Kenya,KE,AF,38.4313975,1.4419683,Africa
984,985,RoomMaster,Existing Room member,Free Trial,Young Leader,ALA Alumni,checked,male,,,214.0,checked,Abidjan,Cote d'Ivoire,,,,Completed,,66.67,Cote d'Ivoire,CI,AF,-5.5679458,7.9897371,Africa
985,986,RoomMaster,Existing Room member,Premium Paying,Mid-career Leader,ALN,,female,,40-50,214.0,,Abidjan,Cote d'Ivoire,,,checked,Completed,English; French; Spanish,72.22,Cote d'Ivoire,CI,AF,-5.5679458,7.9897371,Africa
986,987,RoomMaster,,Staff Membership,Mid-career Leader,AL Staff,checked,,,,31.0,,,,,,,,,33.33,Unknown,,,,,
987,988,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,,,214.0,,Pretoria,South Africa,,,,Completed,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
988,989,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,,,184.0,,Kampala,Uganda,,,checked,,,61.11,Uganda,UG,AF,32.2166578,1.5333554,Africa
989,990,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Toronto,Canada,,,,None,,61.11,Canada,CA,,-107.991707,61.0666922,North America
990,991,RoomMaster,XL Nairobi 2018,Free Trial,Mid-career Leader,XL Nairobi 2018,checked,male,,,214.0,,Nairobi,Kenya,Financial,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
991,992,RoomMaster,Joined post-Sprint - June,Free Trial,Senior Leader,ALUSB Alumni,checked,female,,,153.0,,Nairobi,Kenya,Environmental,,,,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
992,993,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,Nairobi,Kenya,,,,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
993,994,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,female,,,214.0,,London,United Kingdom,,,,None,,61.11,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
994,995,RoomMaster,AIIP 2018,Free Trial,Young Leader,AIIP 2018,checked,male,,20-30,214.0,,Dar es Salaam,Tanzania,,,checked,Completed,,72.22,Tanzania,TZ,AF,35.7878438,-6.5247123,Africa
995,996,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,Nairobi,Kenya,,,,Completed,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
996,997,RoomMaster,Existing Room member,Founding Member,Senior Leader,School of Wildlife Conservation,checked,female,,40-50,366.0,,,United States of America,,,,None,,61.11,United States of America,US,,-100.4458825,39.7837304,North America
997,998,RoomMaster,LP Nairobi 2020,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,,,214.0,,,Kenya,,,checked,Completed,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
998,999,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,female,,,214.0,checked,,Senegal,,,,None,,61.11,Senegal,SN,AF,-14.765340959100412,14.46517725,Africa
999,1000,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,Seattle,United States of America,,,,None,,55.56,United States of America,US,,-100.4458825,39.7837304,North America
1000,1001,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,,checked,female,,,366.0,,Nairobi,Kenya,,,,Completed,English; French,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
1001,1002,RoomMaster,Existing Room member,Free Trial,Senior Leader,Donor,checked,female,,,214.0,,Rosebank,South Africa,,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1002,1003,RoomMaster,DSLP Nairobi 2020,Free Trial,Young Leader,DSLP Nairobi 2020,checked,female,,,214.0,,,Kenya,,,,Completed,,55.56,Kenya,KE,AF,38.4313975,1.4419683,Africa
1003,1004,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,Johannesburg,South Africa,Consulting,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1004,1005,RoomMaster,AIIP 2019,Free Trial,Mid-career Leader,AIIP 2019,checked,male,,,214.0,,Johannesburg,South Africa,,,,None,,61.11,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1005,1006,RoomMaster,Existing Room member,Free Trial,Senior Leader,ALN,checked,male,,,214.0,,Oxford,United Kingdom,,,,None,,61.11,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
1006,1007,RoomMaster,Existing Room member,Founding Member,Mid-career Leader,Corporate Partner,checked,female,,,214.0,,Accra,Ghana,Retail,,checked,Completed,,72.22,Ghana,GH,AF,-1.0840975468820433,7.857371,Africa
1007,1008,RoomMaster,XL Nairobi 2019,Free Trial,Mid-career Leader,XL Nairobi 2019,checked,male,,,214.0,,Nairobi,Kenya,,,,Completed,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
1008,1009,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,,,184.0,,Kigali,Rwanda,Health Care,,,,,61.11,Rwanda,RW,AF,30.0644358,-1.9646631,Africa
1009,1010,RoomMaster,Existing Room member,Free Trial,Senior Leader,Parent,checked,female,,,214.0,,Lagos,Nigeria,Education,,,None,,66.67,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1010,1011,RoomMaster,Joined post-Sprint - May,Free Trial,Mid-career Leader,ALUSB Alumni,checked,female,,,184.0,,Johannesburg,South Africa,,,,,,55.56,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1011,1012,RoomMaster,ALU staff,Staff Membership,Mid-career Leader,AL Staff,checked,male,,,214.0,,Mesa,United States of America,Education,,,Completed,,66.67,United States of America,US,,-100.4458825,39.7837304,North America
1012,1013,RoomMaster,XL Lagos,Free Trial,Mid-career Leader,XL Lagos,checked,male,,,214.0,,Lagos,Nigeria,,,checked,Completed,,66.67,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1013,1014,RoomMaster,The Room staff,Free Trial,Mid-career Leader,AL Staff,checked,female,,,123.0,,,Kenya,,,,,,50.0,Kenya,KE,AF,38.4313975,1.4419683,Africa
1014,1015,RoomMaster,XL Dakar,Free Trial,Mid-career Leader,XL Dakar,checked,male,,,214.0,,,Cape Verde,,,,None,,55.56,Cape Verde,CV,AF,-24.0083947,16.0000552,Africa
1015,1016,RoomMaster,Existing Room member,Founding Member,Senior Leader,ALN,checked,male,,,366.0,,London,United Kingdom,,,,Completed,,61.11,United Kingdom,GB,EU,-3.2765753,54.7023545,Europe
1016,1017,RoomMaster,AIIP 2018,Free Trial,Mid-career Leader,AIIP 2018,,male,,,214.0,,,South Africa,,,,None,,50.0,South Africa,ZA,AF,24.991639,-28.8166236,Africa
1017,1018,RoomMaster,Existing Room member,Founding Member,Senior Leader,,checked,female,,,366.0,,Lagos,Nigeria,,,,Completed,,55.56,Nigeria,NG,AF,7.9999721,9.6000359,Africa
1018,1019,RoomMaster,The Room staff,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,,214.0,checked,,Kenya,Education,,checked,Completed,,72.22,Kenya,KE,AF,38.4313975,1.4419683,Africa
1019,1020,RoomMaster,,Premium Paying,Young Leader,LP Nairobi 2019,checked,female,,,61.0,,,Kenya,,,,,,44.44,Kenya,KE,AF,38.4313975,1.4419683,Africa
1020,1021,RoomMaster,LP Nairobi 2018,Premium Paying,Young Leader,LP Nairobi 2018,checked,female,,,214.0,,,Kenya,,,checked,None,,61.11,Kenya,KE,AF,38.4313975,1.4419683,Africa
1021,1022,RoomMaster,Joined post-Sprint August,Free Trial,Mid-career Leader,Staff Nomination,checked,male,,,92.0,,,Cote d'Ivoire,,,checked,,,55.56,Cote d'Ivoire,CI,AF,-5.5679458,7.9897371,Africa
1022,1023,RoomMaster,Existing Room member,Free Trial,Mid-career Leader,ALN,checked,male,,30-40,214.0,,Houston,United States of America,Consulting,,checked,Completed,,77.78,United States of America,US,,-100.4458825,39.7837304,North America
1023,1024,RoomMaster,The Room staff,Staff Membership,Mid-career Leader,AL Staff,checked,female,,,214.0,,Nairobi,Kenya,Education,,,None,,66.67,Kenya,KE,AF,38.4313975,1.4419683,Africa
1024,1025,RoomMaster,Existing Room member,Free Trial,Senior Leader,Donor,checked,male,,,214.0,,Austin,United States of America,,,,None,,61.11,United States of America,US,,-100.4458825,39.7837304,North America
